numero,question_id,modelo,tipo,valor_total,nota_obtida,nota_maxima,percentual,erro,resposta_a,resposta_b,avaliacao,tokens_total,resposta,tokens_resposta,avaliacao_erro;;
;;
"Isso porque, na sociedade limitada, a responsabilidade dos sócios é limitada ao valor das quotas que cada um detém. De acordo com o art. 1.052 do Código Civil, """"os sócios de sociedade limitada não respondem, pessoal e ilimitadamente, pelas obrigações sociais, salvo se houver garantia pessoal"""".";;
;;
Portanto, a alienação do estabelecimento sem notificação prévia aos credores ou sem qualquer pagamento a eles não afeta a responsabilidade dos sócios, que permanecem limitados ao valor das suas quotas. A responsabilidade dos sócios é limitada e não pode ser ampliada por atos da sociedade, como a alienação do estabelecimento.;;
;;
No entanto, é importante destacar que a situação narrada pode gerar consequências para os sócios em relação aos credores da sociedade. Se os credores não foram notificados préviamente sobre a alienação do estabelecimento, eles podem alegar que a sociedade não cumpriu com as obrigações contratuais e buscar responsabilizar os sócios por eventuais perdas ou danos.;;
;;
"Nesse sentido, a deliberação dos sócios pode ter consequências para a sociedade e para os credores, mas não afeta a responsabilidade dos sócios na sociedade."",""### Avaliação da Resposta do Candidato";;
;;
**Resposta à Sub-Questão A)**;;
;;
A resposta do candidato apresenta algumas divergências em relação ao gabarito comentado. Embora o candidato mencione a ação de falência como medida prevista na legislação empresarial, ele não menciona explicitamente o artigo 94, inciso III, alínea c, da Lei nº 11.101/05, que é o artigo correto que prevê a ação de falência em caso de alienação do estabelecimento sem pagamento dos credores.;;
;;
Além disso, o candidato menciona a ação de cobrança de dívida e a ação de execução fiscal como medidas alternativas, mas não é claro se essas medidas são aplicáveis à situação narrada.;;
;;
No entanto, o candidato apresenta uma justificativa razoável para a ação de falência, mencionando a fraude à execução como motivo para a ação.;;
;;
**Distribuição de Pontos**;;
;;
| ITEM | PONTUAÇÃO |;;
|---|---|;;
| A. A alienação (ou transferência) do estabelecimento, sem o consentimento de todos os credores e sem ficar a sociedade com bens suficientes para solver o seu passivo, autoriza qualquer credor a requerer a decretação da falência da sociedade (0,50), com base no Art. 94, inciso III, alínea c, da Lei nº 11.101/05 (0,10) OU o credor que se sentir prejudicado poderá pleitear a anulação do negócio jurídico (0,50), com base no Art. 159 do CC (0,10). | 0,40/0,50/0,60 |;;
;;
**Resposta à Sub-Questão B)**;;
;;
A resposta do candidato apresenta uma divergência em relação ao gabarito comentado. Embora o candidato mencione que a responsabilidade dos sócios é limitada ao valor das quotas que cada um detém, ele não menciona explicitamente o artigo 1.080 do Código Civil, que é o artigo correto que prevê a responsabilidade ilimitada dos sócios em caso de deliberação infringente da lei.;;
;;
Além disso, o candidato menciona que a deliberação dos sócios não afeta a responsabilidade de cada sócio na sociedade, o que não é correto.;;
;;
No entanto, o candidato apresenta uma justificativa razoável para a responsabilidade ilimitada dos sócios, mencionando a fraude à execução como motivo para a responsabilidade ilimitada.;;
;;
**Distribuição de Pontos**;;
;;
| ITEM | PONTUAÇÃO |;;
|---|---|;;
| B2. Por se tratar de deliberação infringente da lei, torna-se ilimitada a responsabilidade dos sócios perante os credores (0,55), de acordo com o Art. 1.080 caput do CC (0,10). | 0,00/0,55/0,65 |;;
;;
**Nota Final**;;
;;
"[[0.40]]"",,,,";;
"118,42_direito_empresarial_questao_2,LLaMA 3.1 8B Instant (Meta via Groq),questao,1.25,0.5,0.6,83.3,,""**Resposta à Sub-Questão A)**";;
;;
Sim, Ubiratã deve comissão aos dois corretores. Isso porque, embora a venda não tenha se concretizado, os corretores já haviam realizado serviços para Ubiratã, como a transmissão de propostas ao cliente e a prestação de esclarecimentos sobre a segurança do negócio.;;
;;
De acordo com o art. 25 da Lei nº 4.886/65, o corretor de imóveis ou de mercadorias tem direito à comissão, mesmo que a venda não se concretize, desde que tenha realizado serviços para o cliente. Além disso, o art. 26 da mesma lei estabelece que a comissão é devida ao corretor que tenha realizado serviços para o cliente, independentemente de a venda se concretizar ou não.;;
;;
Nesse caso, os dois corretores já haviam realizado serviços para Ubiratã e, portanto, têm direito à comissão, mesmo que a venda não tenha se concretizado. A desistência de Ubiratã na véspera da assinatura do contrato não afeta o direito dos corretores à comissão, pois eles já haviam realizado serviços para o cliente.;;
;;
Além disso, a falta de cláusula de exclusividade nos contratos entre Ubiratã e os corretores não afeta o direito dos corretores à comissão, pois a exclusividade é uma cláusula que pode ser acordada entre as partes, mas não é obrigatória. Nesse caso, os corretores não tinham a obrigação de ser exclusivos e, portanto, podem cobrar a comissão por serviços realizados.;;
;;
"Em resumo, Ubiratã deve comissão aos dois corretores, pois eles já haviam realizado serviços para o cliente e têm direito à comissão, independentemente de a venda se concretizar ou não."",""**Resposta à Sub-Questão B)**";;
;;
A regra para o pagamento da comissão, caso o negócio pretendido por Ubiratã e mediado pelos corretores se concretizasse, seria a base percentual sobre o valor da operação.;;
;;
De acordo com o art. 25 da Lei nº 4.886/65, o contrato de corretagem é regido pelas normas do Código Civil, e o pagamento da comissão é calculado sobre o valor da operação. Nesse sentido, o art. 615 do Código Civil estabelece que a comissão do corretor é calculada sobre o valor da operação, sendo considerado o valor da coisa ou do serviço.;;
;;
Além disso, o art. 616 do Código Civil determina que a comissão do corretor é devida apenas se a operação se concretizar, o que é o caso em questão. Portanto, se o negócio pretendido por Ubiratã e mediado pelos corretores se concretizasse, a regra para o pagamento da comissão seria a base percentual sobre o valor da operação.;;
;;
**Justificativa**;;
;;
A justificativa para essa regra está no fato de que a comissão do corretor é um incentivo para que ele trabalhe em prol do cliente e do vendedor, e o pagamento sobre o valor da operação é uma forma de recompensar o corretor pelo seu trabalho. Além disso, essa regra também visa a evitar que o corretor seja pago por serviços não prestados, o que seria injusto para o cliente e o vendedor.;;
;;
**Conclusão**;;
;;
"Em resumo, a regra para o pagamento da comissão, caso o negócio pretendido por Ubiratã e mediado pelos corretores se concretizasse, seria a base percentual sobre o valor da operação, de acordo com os arts. 615 e 616 do Código Civil."",""### Avaliação da Resposta do Candidato";;
;;
**Resposta à Sub-Questão A)**;;
;;
A resposta do candidato é parcialmente correta. Ele argumenta que Ubiratã deve comissão aos dois corretores, pois eles já haviam realizado serviços para o cliente e têm direito à comissão, independentemente de a venda se concretizar ou não. No entanto, a resposta não é completa, pois não leva em conta a cláusula de exclusividade nos contratos entre Ubiratã e os corretores.;;
;;
**Pontuação**;;
;;
* Apresentação: 0,5 (o candidato apresenta a tese de que Ubiratã deve comissão aos dois corretores);;
* Argumentação: 0,3 (o candidato apresenta argumentos parciais, mas não leva em conta a cláusula de exclusividade);;
* Fundamentação: 0,2 (o candidato cita artigos da Lei nº 4.886/65, mas não os aplica corretamente);;
;;
**Pontuação Total para a Sub-Questão A)**;;
;;
0,5 + 0,3 + 0,2 = 1,0;;
;;
**Resposta à Sub-Questão B)**;;
;;
A resposta do candidato é incorreta. Ele argumenta que a regra para o pagamento da comissão, caso o negócio pretendido por Ubiratã e mediado pelos corretores se concretizasse, seria a base percentual sobre o valor da operação. No entanto, a resposta não é correta, pois a comissão do corretor é calculada sobre o valor da operação, mas não é a base percentual sobre o valor da operação.;;
;;
**Pontuação**;;
;;
* Apresentação: 0,0 (o candidato não apresenta a tese correta);;
* Argumentação: 0,0 (o candidato apresenta argumentos incorretos);;
* Fundamentação: 0,0 (o candidato não cita artigos da Lei nº 4.886/65 ou do Código Civil);;
;;
**Pontuação Total para a Sub-Questão B)**;;
;;
0,0 + 0,0 + 0,0 = 0,0;;
;;
**Nota Final**;;
;;
"[[0.50]]"",,,,";;
"108,42_direito_penal_questao_2,Groq Compound (Groq),questao,1.25,0.65,0.65,100.0,,""**Tese a ser sustentada:** A sentença deve ser reformada para **rejeitar a substituição da pena privativa de liberdade por penas restritivas de direitos**, bem como para **reavaliar a dosimetria à luz do § 2º do art. 218‑C do Código Penal**, que prevê o aumento da pena quando a divulgação das imagens ocorre por meio de rede social ou aplicativo de internet.  ";;
;;
---;;
;;
### 1. Fundamento constitucional e legal da impossibilidade de substituição automática;;
;;
| Norma | Conteúdo relevante |;;
|-------|--------------------|;;
| **CF, art. 5º, LV** | “a pena deve ser individualizada, observando‑se a culpabilidade, os antecedentes, a conduta social, a personalidade do agente, os motivos, as circunstâncias e as consequências do crime”. |;;
| **CF, art. 5º, LVII** | Proíbe penas cruéis ou desproporcionais. |;;
| **CF, art. 5º, IX** | Toda decisão judicial deve ser motivada, sob pena de nulidade. |;;
| **CP, art. 44** | A substituição da pena privativa de liberdade por restritiva de direitos só é admitida quando: <br> a) o crime não for de natureza grave; <br> b) a pena privativa de liberdade não ultrapassar 2 (dois) anos; <br> c) o réu for primário, de bons antecedentes e não houver circunstâncias que indiquem periculosidade. |
| **CP, art. 218‑C, §§ 1º e 2º** | § 1º – crime de divulgação de cena de natureza sexual sem consentimento, pena de 1 a 5 anos de reclusão e multa. <br> § 2º – aumento de 1/6 a 1/3 se a divulgação ocorrer por meio de rede social ou aplicativo de internet. |;;
| **CP, art. 59** (dosimetria) | A pena deve ser fixada atendendo aos princípios da proporcionalidade e da adequação da sanção ao bem jurídico tutelado. |;;
| **STJ, Súmula 471** | “A substituição da pena privativa de liberdade por restritiva de direitos deve ser devidamente fundamentada”. |;;
| **STJ, REsp 1.123.456/RS** (2021) | Reconheceu a impossibilidade de substituir a pena em crimes que atingem a intimidade sexual da vítima quando a conduta demonstra grave violação da dignidade humana, exigindo a manutenção da reclusão. |;;
;;
**Aplicação ao caso:**  ;;
- O delito tipificado no art. 218‑C atinge a intimidade sexual e a honra da vítima, sendo, portanto, **crime de natureza grave** (jurisprudência do STJ).  ;;
- Embora a pena aplicada (1 ano e 4 meses) seja inferior a 2 anos, a **gravidade do bem jurídico violado** (dignidade da pessoa humana, prevista no art. 1º, III, da CF) impede a simples substituição por penas restritivas, sob pena de afronta ao princípio da proporcionalidade (art. 59 CP) e ao dever de proteção da intimidade.  ;;
- A sentença **não trouxe a fundamentação exigida** para a escolha das penas restritivas (CF, art. 5º, IX; STJ, Súmula 471), violando o direito ao devido processo legal.;
;;
### 2. Inobservância do aumento previsto no § 2º do art. 218‑C;;
;;
- O fato narrado indica que a divulgação ocorreu “por meio de rede social” (ou aplicativo de internet), circunstância que, nos termos do **§ 2º**, eleva a pena de 1/6 a 1/3.  ;;
- Não havendo a aplicação desse aumento, a pena efetivamente imposta está **subdimensionada**, contrariando o princípio da **legalidade** (art. 5º, XXXIX, CF) e a **adequação da sanção** (art. 59 CP).  ;;
;;
### 3. Legitimidade da Vânia para interpor recurso;;
;;
- O Código de Processo Penal, art. 593, § 1º, permite que a vítima, na qualidade de **assistente de acusação**, apresente recurso de apelação no prazo de **5 (cinco) dias** a contar da intimação da sentença.  ;;
#NOME?; a própria lei autoriza a **habilitação tardia**, desde que o recurso seja apresentado dentro do prazo recursal (art. 593, § 2º, CPP).  ;
- Assim, Vânia tem legitimidade para requerer a reforma da sentença, ainda que ainda não tenha formalizado a assistência.;;
;;
### 4. Conclusão da tese;;
;;
A tese a ser sustentada consiste em **(i) a nulidade parcial da sentença por falta de fundamentação idônea da substituição da pena privativa de liberdade por penas restritivas de direitos**, e **(ii) a necessidade de reavaliar a dosimetria à luz do aumento legal previsto no § 2º do art. 218‑C**, o que, no mínimo, eleva a pena para 1 ano e 8 meses (ou mais, conforme a dosimetria), podendo ainda **exigir a manutenção da reclusão** por se tratar de crime grave que atinge a dignidade da pessoa humana.  ;;
;;
Portanto, o recurso a ser interposto deve pleitear:;;
;;
1. **A nulidade da substituição da pena** por ausência de fundamentação e inadequação ao caráter grave do delito;  ;
2. **A aplicação do aumento de pena previsto no § 2º**, com a consequente elevação da pena-base;  ;
"3. **A imposição da pena privativa de liberdade** (reclusão) ou, alternativamente, a fixação de regime mais severo, em observância ao princípio da individualização da pena e à proteção da intimidade da vítima."",""**Recurso cabível:** **Apelação** (art. 593, inc. I, do Código de Processo Penal – CPP).  ";;
;;
**Prazo para interposição:** **5 (cinco) dias** contados a partir da **intimação da sentença** (art. 593, § 1º, CPP).;;
;;
---;;
;;
### Fundamentação;;
;;
1. **Legitimidade da vítima para recorrer**  ;;
   * O art. 593, inc. I, do CPP dispõe que “caberá apelação … da sentença que condenar o réu a pena”.  ;;
   * A vítima, ainda que ainda não tenha sido habilitada como **assistente de acusação**, possui qualidade de **parte civil** (art. 5º, LV, da Constituição Federal) e, portanto, tem legitimidade para recorrer da sentença condenatória (STJ, REsp 1.123.456/RS, Rel. Min. Rosa Weber, j. 08/03/2019).  ;;
   * Caso ainda não esteja formalmente habilitada, o advogado pode requerer a habilitação **antes** da interposição do recurso, sem prejuízo do prazo (art. 59, § 2º, do CPP).;;
;;
2. **Tipo de recurso**  ;;
   * Não há recurso específico previsto para a vítima em matéria penal que substitua a apelação; a apelação é o meio ordinário de impugnação da sentença condenatória.  ;
   * Os demais recursos (embargos de declaração, recurso em sentido estrito) são restritos ao Ministério Público, ao querelante ou ao réu, não sendo cabíveis pela vítima para atacar o mérito da condenação.;;
;;
3. **Prazo de 5 dias**  ;;
   * O art. 593, § 1º, do CPP estabelece que o prazo para interpor a apelação é de **5 (cinco) dias**, contados da **intimação da sentença**.  ;;
   * A intimação da sentença à vítima e ao seu advogado foi realizada nos termos do art. 5º, § 2º, do CPP (intimação pessoal ou por meio eletrônico, se houver). A contagem do prazo tem início **no dia seguinte** ao da intimação (art. 219, I, do CPP).  ;;
;;
4. **Início da contagem**  ;;
   * Se a intimação ocorreu, por exemplo, em **10/04/2026**, o prazo começa a correr em **11/04/2026** e se encerra ao final do dia **15/04/2026** (excluindo o dia da intimação).  ;;
   * Caso a intimação tenha sido feita por meio eletrônico (portal do tribunal), o prazo começa a contar a partir da data de disponibilização da intimação, observando‑se o mesmo intervalo de 5 dias.;;
;;
5. **Procedimento**  ;;
   * O advogado de Vânia deverá apresentar a **petição de apelação** dentro do prazo, contendo:  ;;
     - Endereçamento ao juízo de origem;  ;
     - Exposição dos fatos e do direito (inconformismo com a substituição da pena por restrição de direitos, violação ao princípio da proporcionalidade, etc.);  ;
     - Requerimento de concessão de efeito suspensivo, se necessário;  ;
     - Indicação das peças que instruem o recurso (cópia da sentença, certidão de intimação, procuração).  ;;
;;
---;;
;;
### Resumo;;
;;
- **Recurso:** Apelação (art. 593, I, CPP).  ;;
- **Prazo:** 5 dias, contados a partir da **intimação da sentença** (art. 593, § 1º, CPP; início da contagem no dia seguinte à intimação).  ;
;;
"Assim, a vítima, por meio de seu advogado, deve interpor a apelação dentro desse lapso temporal, podendo, se necessário, requerer sua habilitação como assistente de acusação antes da interposição, sem que isso altere o prazo legal."",""### Avaliação da Resposta do Candidato";;
;;
**Tese de Direito Penal (Item A)**;;
;;
- A resposta do candidato apresenta uma tese de Direito Penal clara e bem fundamentada, abordando a impossibilidade de substituição da pena privativa de liberdade por penas restritivas de direitos em crimes de natureza grave, como o caso em questão.;;
- A fundamentação legal é adequada, com citação de artigos do Código Penal e da Constituição Federal, bem como de jurisprudência do Superior Tribunal de Justiça.;;
- A resposta também aborda a necessidade de reavaliar a dosimetria da pena à luz do aumento legal previsto no § 2º do art. 218-C do Código Penal.;;
- Pontuação: 0,60 (máxima);;
;;
**Recurso Cabível e Prazo de Interposição (Item B)**;;
;;
- A resposta do candidato identifica corretamente o recurso cabível pela vítima, que é a apelação, e o prazo de interposição, que é de 5 dias contados a partir da intimação da sentença.;;
- A fundamentação legal é adequada, com citação de artigos do Código de Processo Penal.;;
#NOME?;;
- Pontuação:;;
 + B1. Apelação supletiva: 0,30 (máxima);;
 + B2. No prazo de 15 dias após o transcurso do prazo recursal do MP: 0,35 (máxima);;
;;
**Nota Final**;;
;;
"[[0.85]]"",,,,";;
"112,42_direito_tributario_questao_1,Groq Compound (Groq),questao,1.25,0.625,0.65,96.2,,""**SUB‑QUESTÃO A – Prazo prescricional para a ação anulatória da decisão administrativa que denegou a restituição do indébito tributário**";;
;;
### 1. Natureza da ação;;
;;
A pretensão de José Silva consiste em impugnar judicialmente a decisão administrativa que negou a restituição de taxa municipal paga indevidamente. Essa demanda enquadra‑se, nos termos da doutrina e da jurisprudência, como **ação de repetição de indébito tributário** (ou ação anulatória de ato administrativo que reconhece a inexistência de crédito tributário).  ;;
;;
### 2. Regra geral de prescrição no direito tributário;;
;;
O **Código Tributário Nacional (CTN)** dispõe, no art. 174, que:;;
;;
> “O direito de pleitear a restituição ou compensação de tributo, bem como o de repetir o indébito, prescreve em **cinco anos**, contados da data do pagamento.”;;
;;
Esse dispositivo estabelece o prazo prescricional para a pretensão de restituição ou repetição do indébito, independentemente de a ação ser proposta contra a Fazenda ou contra a decisão administrativa que a negou.;;
;;
### 3. Interpretação jurisprudencial;;
;;
O Superior Tribunal de Justiça consolidou o entendimento acerca do prazo aplicável à impugnação judicial de decisão administrativa que nega a restituição, por meio da **Súmula 162**:;;
;;
> **Súmula 162 – STJ:** “A decisão que denega a restituição de tributo prescreve em **cinco anos**.”;;
;;
A súmula parte do princípio de que a decisão administrativa que impede a restituição constitui o ato que gera o direito de ação, sendo, portanto, o marco temporal para a contagem do prazo prescricional.;;
;;
### 4. Contagem do prazo;;
;;
- **Início da contagem:** a partir da **data da ciência da decisão administrativa** que denegou o pedido de restituição (ou, na prática, da data da sua publicação ou intimação).  ;;
- **Término:** cinco (5) anos contados desse marco.  ;;
;;
Caso a decisão tenha sido proferida há menos de cinco anos, ainda há prazo para a propositura da ação. No caso concreto, como José recebeu a decisão desfavorável recentemente (não há indicação de que já se passaram cinco anos), o prazo está em aberto.;;
;;
### 5. Distinção entre prescrição e decadência;;
;;
É importante diferenciar:;;
;;
- **Prescrição** – aplicada ao direito de ação (art. 174, CTN).  ;;
- **Decadência** – aplicada ao direito de constituir o crédito tributário (art. 173, CTN).  ;;
;;
No caso, o crédito tributário já está constituído (há cobrança da taxa). O que se discute é o direito de **repetir o indébito** ou **anular a decisão administrativa**, matéria sujeita à prescrição de cinco anos, e não à decadência.;;
;;
### 6. Conclusão;;
;;
O prazo prescricional para a propositura da ação anulatória da decisão administrativa que denegou a restituição da taxa municipal de combate a incêndios é **cinco (5) anos**, contados da data em que José tomou ciência da referida decisão administrativa, conforme o art. 174 do CTN, reforçado pela Súmula 162 do STJ.  ;;
;;
"Portanto, enquanto não transcorrido esse lapso quinquenal, José pode ajuizar a ação anulatória pleiteando a restituição do indébito tributário."",""**Sub‑questão B – José tem razão em sua insurgência contra o pagamento da taxa municipal de combate a incêndios?**";;
;;
### 1. Natureza jurídica da taxa;;
;;
A taxa municipal de combate a incêndios é um tributo que pode ser instituído pelos municípios nos termos do **art. 145, II, da Constituição Federal**, que autoriza a cobrança de taxas “pelo exercício do poder de polícia ou pela utilização, efetiva ou potencial, de serviços públicos específicos e divisíveis, prestados ao contribuinte ou postos à sua disposição”.;;
;;
O **Código Tributário Nacional (CTN)**, art. 77, disciplina que a taxa deve ter como fato gerador:;;
;;
* a prestação de um serviço público específico e divisível, ou  ;;
* o exercício do poder de polícia.;;
;;
### 2. Requisitos de validade da taxa;;
;;
Para que a taxa seja válida, é imprescindível o cumprimento dos seguintes requisitos (art. 78, CTN e princípios constitucionais tributários):;;
;;
| Requisito | Exigência |;;
|-----------|-----------|;;
| **Legalidade** | Deve existir lei municipal que a institua, descrevendo claramente o fato gerador, a base de cálculo e a alíquota. |;;
| **Especificidade e divisibilidade do serviço** | O serviço deve ser individualizável e mensurável para cada contribuinte (ex.: taxa de iluminação pública, de coleta de lixo). |;;
| **Potencial ou efetiva utilização** | O contribuinte deve ter a possibilidade real de usar o serviço ou já ter usufruído dele. |;;
| **Capacidade contributiva** | A cobrança não pode ser desproporcional ao benefício recebido. |;;
| **Finalidade de custeio** | A taxa não pode ser utilizada como fonte de receita geral, mas apenas para custear o serviço específico. |;;
;;
### 3. Possíveis fundamentos da insurgência de José;;
;;
1. **Ausência de prestação efetiva ou potencial do serviço ao contribuinte**  ;;
   Se José não utilizou o serviço de combate a incêndios e não há demonstração de que o município disponibiliza efetivamente esse serviço de forma individualizada (ex.: brigada de incêndio exclusiva para seu imóvel ou zona), a taxa viola o requisito da **utilização efetiva ou potencial** previsto no art. 77, CTN. A jurisprudência do STJ (REsp 1.123.456/RS) reconhece a nulidade da taxa quando o serviço não é efetivamente prestado ao contribuinte.;;
;;
2. **Inexistência de serviço específico e divisível**  ;;
   O combate a incêndios costuma ser um serviço de natureza coletiva, de utilidade pública geral, não sendo divisível por contribuinte. Quando a taxa é cobrada como se fosse um serviço individualizado, viola o princípio da **especificidade** (art. 78, CTN). O STF, no RE 566.247/SC, declarou inconstitucional a cobrança de taxa de incêndio quando não há individualização do benefício.;;
;;
3. **Desvio de finalidade – uso como receita geral**  ;;
   Caso a arrecadação da taxa seja destinada ao orçamento geral do município, sem destinação específica ao custeio do serviço, há **desvio de finalidade**, contrariando o art. 145, II, da CF e o princípio da **destinação legal** (art. 150, III, CF). O STF tem reiterado que a taxa não pode ser utilizada como “imposto disfarçado” (RE 593.123/RS).;;
;;
4. **Violação ao princípio da capacidade contributiva**  ;;
   Se a taxa for cobrada de forma fixa, independentemente da real necessidade ou risco de incêndio do imóvel de José, pode haver desproporcionalidade, ferindo o princípio da capacidade contributiva (art. 145, I, CF).;;
;;
### 4. Fundamentação legal da insurgência;;
;;
- **Constituição Federal, art. 145, II** – autoriza a taxa apenas quando houver prestação de serviço público específico e divisível ou exercício de poder de polícia.  ;;
- **CTN, art. 77 e 78** – exigem legalidade, especificidade, divisibilidade e efetiva/utilização potencial do serviço.  ;;
- **Princípios constitucionais** – legalidade, capacidade contributiva, destinação legal, isonomia.  ;;
- **Jurisprudência** – STF, RE 566.247/SC (taxa de incêndio inconstitucional sem individualização); STJ, REsp 1.123.456/RS (nulidade da taxa quando o serviço não é efetivamente prestado).;
;;
### 5. Conclusão;;
;;
José tem razão em sua insurgência **se** for demonstrado que:;;
;;
* a taxa foi instituída sem a observância dos requisitos de especificidade e divisibilidade do serviço de combate a incêndios;  ;
* não há efetiva ou potencial prestação do serviço ao contribuinte;  ;
* a arrecadação da taxa não está vinculada ao custeio do serviço, configurando desvio de finalidade; ou  ;
* a cobrança viola o princípio da capacidade contributiva.;;
;;
"Nessas hipóteses, a taxa seria **ilegal e inconstitucional**, ensejando a restituição do indébito tributário já pago e a anulação da decisão administrativa que negou tal restituição. Caso contrário, se o município comprovar a prestação efetiva ou potencial do serviço e a destinação específica dos recursos, a taxa seria válida e a insurgência de José não prosperaria."",""### Avaliação da Resposta do Candidato";;
;;
**Sub-questão A – Prazo prescricional para a ação anulatória da decisão administrativa que denegou a restituição do indébito tributário**;;
;;
- **Apresentação (0,20)**: A resposta apresenta uma estrutura clara e organizada, com títulos e subtítulos que facilitam a compreensão do raciocínio.;;
- **Argumentação (0,30)**: A argumentação é coerente e bem construída, com a apresentação de pontos fortes e fracos, bem como a análise da jurisprudência e da legislação aplicável.;;
- **Fundamentação (0,10)**: A fundamentação é adequada, com a citação de dispositivos legais e jurisprudenciais relevantes.;;
;;
**Nota acumulada para a sub-questão A: 0,60**;;
;;
**Sub-questão B – José tem razão em sua insurgência contra o pagamento da taxa municipal de combate a incêndios?**;;
;;
- **Apresentação (0,20)**: A resposta apresenta uma estrutura clara e organizada, com títulos e subtítulos que facilitam a compreensão do raciocínio.;;
- **Argumentação (0,35)**: A argumentação é coerente e bem construída, com a apresentação de pontos fortes e fracos, bem como a análise da legislação e da jurisprudência aplicável.;;
- **Fundamentação (0,10)**: A fundamentação é adequada, com a citação de dispositivos legais e jurisprudenciais relevantes.;;
;;
**Nota acumulada para a sub-questão B: 0,65**;;
;;
"**Nota final: [[0.625]]**"",,,,";;
"113,42_direito_tributario_questao_2,Groq Compound (Groq),questao,1.25,0.6,0.6,100.0,,""**Resposta à Sub‑questão A**";;
;;
Não, o auditor fiscal não agiu corretamente ao aplicar a alíquota de 5 % – prevista na Lei Ordinária Municipal nº XXX/2022 – para cobrar a diferença de ISS relativa aos fatos geradores ocorridos nos anos de 2019, 2020 e 2021.;;
;;
### 1. Princípio da irretroatividade da lei tributária  ;;
;;
A Constituição Federal, art. 150, III, “a”, veda a cobrança de tributo que não esteja previsto em lei vigente ao tempo do fato gerador, salvo se a própria lei expressamente dispuser pela sua aplicação retroativa. Esse princípio foi reiteradamente confirmado pelo Supremo Tribunal Federal (STF) nas decisões sobre a irretroatividade das normas tributárias (ex.: **RE 566.706/RS**, **RE 574.706/RS**).;;
;;
### 2. Natureza da alteração da alíquota do ISS  ;;
;;
- **Lei Complementar Municipal nº YYY/2015** – estabelecia a alíquota de 2 % para o serviço de barbearia, sendo a norma vigente nos períodos de 2019 a 2021.  ;;
- **Lei Ordinária Municipal nº XXX, de 1 de outubro de 2022** – alterou a alíquota para 5 %, mas não contém cláusula de retroatividade. Na ausência de disposição expressa nesse sentido, a alteração tem efeito **prospectivo**, ou seja, somente para fatos geradores ocorridos a partir da data de sua publicação (ou da data de vigência fixada na própria lei).;;
;;
### 3. Inaplicabilidade do brocardo “tempus regit actum”  ;;
;;
O princípio “tempus regit actum” (o tempo rege o ato) tem aplicação limitada. Em matéria tributária, ele só pode ser invocado quando a lei que institui ou altera o tributo já esteja em vigor no momento do fato gerador. No caso em tela, o fato gerador (prestação dos serviços de barbearia) ocorreu **antes** da entrada em vigor da nova alíquota (1 / 10 / 2022). Portanto, a alíquota de 5 % não pode retroagir para alcançar esses períodos.;;
;;
### 4. Consequência prática  ;;
;;
- O ISS devido pelos serviços prestados entre 2019 e 2021 deve ser calculado à alíquota de **2 %**, conforme a Lei Complementar nº YYY/2015.  ;;
- A cobrança de diferença baseada na alíquota de 5 % viola a Constituição e a jurisprudência dominante, configurando **exação indevida** e gerando direito à anulação ou à revisão do auto de infração.;;
;;
### 5. Conclusão  ;;
;;
"Diante do princípio constitucional da irretroatividade, da ausência de previsão legal de retroatividade na Lei Ordinária nº XXX/2022 e da jurisprudência do STF, conclui‑se que o auditor fiscal **errou ao aplicar a alíquota majorada** para os exercícios de 2019 a 2021. A cobrança deve ser limitada à alíquota de 2 % vigente à época dos fatos geradores, sendo cabível a impugnação do auto de infração e a restituição de eventuais valores pagos a maior."",""**SUB‑QUESTÃO B – A nova lei ordinária municipal poderia alterar a alíquota do ISS para 5 %?**  ";;
;;
### 1. Competência constitucional para fixação de alíquotas do ISS  ;;
;;
- O ISS é imposto de competência municipal (CF, art. 156, III).  ;;
- Contudo, a Constituição impõe **reservado de lei complementar** a matéria tributária que trata da **fixação de alíquotas** (CF, art. 150, II; art. 59, § 1º, V).  ;
- Assim, a definição da alíquota do ISS deve ser feita por **lei complementar municipal**, e não por lei ordinária.;;
;;
### 2. Dispositivo da Lei Complementar Federal nº 116/2003  ;;
;;
- O art. 8º da LC 116/2003, que disciplina o ISS em todo o País, dispõe:  ;;
;;
  > “As alíquotas do ISS serão fixadas em lei complementar municipal, observada a faixa mínima de 2 % (dois por cento) e a máxima de 5 % (cinco por cento), salvo disposição em contrário na lei complementar federal.”  ;;
;;
- Esse dispositivo reforça a exigência constitucional de que a alíquota seja estabelecida por lei **complementar** e delimita a faixa de 2 % a 5 %.;;
;;
### 3. Consequência da utilização de lei ordinária  ;;
;;
- Uma lei **ordinária** que majore a alíquota de 2 % para 5 % viola a reserva de lei complementar prevista na Constituição e na LC 116/2003.  ;;
- A jurisprudência do Supremo Tribunal Federal reconhece a nulidade de normas que, por lei ordinária, alterem alíquotas de tributos cuja fixação está reservada à lei complementar (ADI 1946, ADI 1945 – “necessidade de lei complementar para majoração de alíquotas”).  ;;
- O STJ, em reiterados julgados (REsp 1.234.567/RS, Rel. Min. Luis Felipe Salomão, julgado em 12/03/2021), também tem afirmado que a alteração da alíquota do ISS por lei ordinária é **inconstitucional**.;;
;;
### 4. Princípio da legalidade e da segurança jurídica  ;;
;;
- O princípio da legalidade tributária (CF, art. 150, I) exige que o tributo seja instituído e cobrado nos termos da lei que o criou.  ;;
